FileName,ParagraphIndex,SpanishText,TranslationEnglish Google Translate,
"Scan Aug 19, 2023.pdf",MOSES,"La PRESENCIA DIVINA de esa VIRGEN, GLORIOSA, BENDITA, INMACULADA, al derramando en cada uno de nosotros toda la Gracia que el PADRE concede a aquellos que bendicen su nombre, a aquellos que se cobijan en su Gracia y entiéndolo así para estar manera pese a todo ese racimo de parditos que se suelen llevar en los caminos, a la pena de esa Gracia y la ventura con que el PADRE no digna de rodar y de multiplicar todos los dones, dones que a este bien obteniendo, voltearás vosotros los hermanos aprendiendo a cultivar es con el esfuerzo con la voluntad precisa y verdadera, la que conforma la beatitud del PADRE se encomendando a Él y lo sigue por la que si en travesía en el descanso sigue para poder ser acorde a su mandato.","The DIVINE PRESENCE of that VIRGIN, GLORIOUS, BLESSED, IMMACULATE, pouring into each one of us all the Grace that the FATHER grants to those who bless his name, to those who take shelter in his Grace and understanding it so as to be in spite of all that bunch of little patches that are usually carried on the roads, to the sorrow of that Grace and the fortune with which the FATHER is not worthy to roll and to multiply all the gifts, gifts that to this good obtaining, you will turn you the brothers learning to cultivate is with the effort with the precise and true will, the one that conforms the beatitude of the FATHER entrusting itself to Him and follows Him for the one that if in crossing in the rest follows to be able to be according to its mandate.",
"Scan Aug 19, 2023.pdf",MOSES,"Para poder adaptarse a la inevitable naturaleza que son las propias de su naturaleza humana y poder verse los amigos humanos a esos cinco puntos que hoy son arrancados a la esquina de las glorias que el PADRE da como suyos por ser de esos Él ha enviado para abrevar ellos propósitos que aún siendo en ocasiones bien llevados, han de encontrar esos carros de asino en sus manos, esos que llevan su llevas hoy dentro de vosotros para poder contrariar claros y no obstante seguir adelante en los caminos y en menester en tanto que en cobijo ese Manto Grandioso de la VIRGEN, Guadalajara y Sabedora como MADRE, de cuánto necesita el ser humano ese pequeño ser que anhela transitar por el camino.","To be able to adapt to the inevitable nature that are the own of your human nature and to be able to be seen the human friends to those five points that today are torn to the corner of the glories that the FATHER gives as yours for being of those He has sent to water them purposes that even being sometimes well carried, they have to find those carts of asino in their hands, those that carry their you carry today inside you to be able to counter clear and nevertheless to continue ahead in the ways and in need while in shelter that Grandiose Mantle of the VIRGIN, Guadalajara and Knowing as MOTHER, of how much the human being needs that small being that longs to transit on the way.",
"Scan Aug 19, 2023.pdf",MOSES,"Bendecid de cierto y en verdad Señor, porque ELLA es bendición del PADRE, misericordia real y virtud de cuanto ese sea necesitando y que es haciendo, pues ese escaso tiempo de vuestro vivir no es considerado y comparado con la eternidad misma que lo impeles, es a veces insuficiente a unos y a muchos, lo sabido y lo habéis comprendido, para aprender lo suficiente para alcanzar a completar o completarlo es menester lo necesario en cada una de las etapas por las que hoy van y que equivocadamente van y van a ir las necesidades a cada uno, a cada ser para darles esa oportunidad de crecer lo suficiente, lo que es menester en cada caso y por ello también en muchos de ellos se requiere un tiempo más corto aún de lo previsto y acorde al adecuado del viajero que después de transitar lo necesario tiene la dicha de llegar al lugar acertado y verdadero, el que ha venido buscando por los siglos y que al cabo de un mil encrucijadas por fin se halla en ese sitio tan buscado, el sellado y ciertamente de esa morada nuestra ya se aguarda a recorrer el tramo que le conduce al encuentro del tesoro real y verdadero, el REGAZO del SEÑOR tan anhelado y la gracia bendita en el reposo, en su paz y de su amor colmado.","Bless truly and truly Lord, because SHE is the blessing of the FATHER, real mercy and virtue of all that is needed and that is being done, because that little time of your living is not considered and compared to the eternity itself that impels it, it is sometimes insufficient for some and for many, you know it and you have understood it, to learn enough to reach to complete or complete it, it is necessary what is necessary in each one of the stages through which today they go and that mistakenly go and will go the needs to each one, to each being to give them that opportunity to grow enough, what is necessary in each case and for that reason also in many of them a shorter time is required than expected and according to the adequate of the traveler that after going through what is necessary has the joy of arriving to the right and true place, the one that has been searching for centuries and that after a thousand crossroads is finally in that place so sought after, the sealed one and certainly from that abode of ours is already waiting to travel the stretch that leads to the encounter of the real and true treasure, the GIFT of the LORD so longed for and the blessed grace in the rest, in his peace and in his love filled.",
"Scan Aug 26, 2023 (1).pdf",MOSES,"Si a veces o parece complicado cuanto estos seres con humildad os dicen o tratan de explicaros paso a paso, pensad, reflexionad en un momento, que nunca las cosas más valiosas fueron fáciles de alcanzar o de obtenerlas, que todo requiere un gran esfuerzo que se aplica cuando en verdad se tiene la certeza de lo que representa en cada uno de lo que en ello está considerando como valioso y si ello es justamente lo que deseáis ahora y os basta el aplicar de ese deseo a la forma constante y necesaria que comienza simplemente por aplicar las reglas, por atender cuanto se ha dicho hasta el cansancio y que para ello no existe ni el reclamo-ni enojo ni monotonía o la que todo requiere un aprendizaje, que algunos de los casos, el pensar que no debéis transgredirase de esos propósitos, pues en la preservación está el intento, el gran deseo de llegar a un buen fin y de alcanzar ese propósito por el que ciertamente os proponéis si es que se quiere contemplar con ese aprecio que os causa el cansancio–pero que para el alma que ya transita en los alrededores de esa esfera de alta Luz y del encuentro, no implica más que seguir con esa mira y sin apartarse y mucho menos hastiarse de lo necesario de aplicar en el trayecto.","If sometimes it seems complicated what these beings with humility tell you or try to explain step by step, think, reflect for a moment, that never the most valuable things were easy to reach or to obtain them, that everything requires a great effort that is applied when you really have the certainty of what represents in each one of what you are considering as valuable and if that is exactly what you desire now and it is enough to apply that desire to the constant and necessary form that begins simply by applying the rules, by paying attention to what has been said ad nauseam and that for this there is neither complaint-nor anger nor monotony or that everything requires a learning, that some of the cases, the thought that you should not transgress from these purposes, because in the preservation is the attempt, the great desire to reach a good end and to achieve that purpose for which you certainly intend if it is to be contemplated with that appreciation which causes you weariness-but which for the soul who is already in the vicinity of that sphere of high Light and of the encounter, implies nothing more than to continue with that aim and without departing and much less becoming jaded of what is necessary to be applied in the journey.",
"Scan Aug 26, 2023 (1).pdf",MOSES,"Y es un camino largo, ciertamente es difícil el transitarlo y es penoso, pero vosotros ya contáis con el inicio vuestro, ya tenéis ese camino conocido y señalado, sólo hace falta voluntad de hacerlo, no cejéis en ese vuestro logro tal como iniciará hacer mantenido al progreso que ya lleva vuestra alma en ello, la perseverancia es parte de ese logro que alivia lo arduo del camino que vais llevando y que sólo se compensa con el valor de esa bendita presea que por ser DIVINA, es apreciada.","And it is a long road, certainly it is difficult to walk it and it is painful, but you already have the beginning, you already have that road known and marked, you only need the will to do it, do not cease in your achievement as it will begin to maintain the progress that your soul already carries in it, perseverance is part of that achievement that alleviates the arduousness of the road that you are taking and that is only compensated with the value of that blessed medal that is DIVINE, is appreciated because it is DIVINE.",
"Scan Feb 18, 2023 (1).pdf",MOSES,"Cometéis a veces también grandes errores cuando os lamentáis por tantas culpas que a pesar de los favores recibidos son minando un tanto vuestra vida y os causan malestares o hasta sentís que os restan energía, mas os digo que nunca ha sido fácil transitar por esas cordilleras, por todos esos trayectos en los cuales se os hace menester en ocasiones escalar cerros y hasta llegar a los altos picos de montañas si es preciso realizar vuestros deberes tal y como es la vida vuestra en este mundo, para manejar como es la demanda de lo que ese vuestro Padre os requiere para poder cumplir el cometido, para haceros saber de lo que verdadera y únicamente se es deseando, que no os arredréis ante lo acontecido, que os hagáis fuertes no obstante las calamidades, lo no deseado en un momento dado o lo sufrido, porque vosotros sois potentes, estáis dotados como las águilas para volar muy alto y como todas las aves tenéis también las poderosas alas y con las que debéis aprender a volar: las del espíritu.","Sometimes you also make big mistakes when you lament for so many faults that in spite of the favors received are undermining your life and cause you discomfort or even feel that they take away your energy, but I tell you that it has never been easy to travel through those mountain ranges, through all those paths in which it is sometimes necessary for you to climb hills and even reach the high peaks of mountains if it is necessary to perform your duties as it is your life in this world, to handle as it is the demand of what your Father requires of you to be able to fulfill the task, to let you know what is truly and only by wishing, that you will not be deterred by what has happened, that you become strong despite the calamities, what is not desired at a given moment or what you have suffered, because you are powerful, you are gifted like the eagles to fly very high and like all birds you also have the powerful wings and with which you must learn to fly: those of the spirit.",
"Scan Feb 25, 2023.pdf",MOSES,"En la profundidad de los océanos y hasta los altos picos de montañas llega la misericordia de ese Padre como el estímulo de salvación que en la esperanza del perdón divino, pueda a su vez daros la fortaleza necesaria, el mástil fuerte que en las tormentas os sostenga, pues que sabéis que vuestro Padre os mira, porque sabéis que vuestro Padre os guarda y Él mantendrá justamente equilibrado cuanto sea menester en cada uno, cuantimás en aquéllos que le siguen, cuantimás en quienes como vosotros pretendéis aún con la justeza de vuestras limitaciones materiales acatar y llevar presente esos principios que os ha marcado, que os son reiterados, porque sabéis que partiendo de esas reglas que bien llevadas sean y cimentadas con la buena voluntad y el buen propósito, serán como esos ladrillos con los que edificaréis esa que es vuestra propia fortaleza, vuestro seguro resguardo que os preserva de las tentaciones, que os mantiene dentro del margen de cordura que es menester e indispensable en cada uno para llevar a buen puerto de esa barca en la que ciertamente en ocasiones presentís que zozobra, que hace agua, pero con vuestra fe y el buen firme propósito lograréis sacarla delante, cada vez que os reafirmáis con la certeza de que ahora no estáis solos ni estaréis nunca y menos cada vez que a tanta turbulencia, a tanto fragor y barruntos de tormenta, sabéis que necesitáis esforzaros aún más, con más fuerza en lo que es, ha sido y viene siendo por la gracia bendita de ese Padre, el único y fiel propósito que no puede ni debe olvidarse jamás en la existencia, el de alcanzar ese perdón del Padre y llegar a solazaros en su grandeza.","In the depths of the oceans and up to the high mountain peaks, the mercy of that Father reaches you as the stimulus of salvation that in the hope of divine forgiveness, may in turn give you the necessary strength, the strong mast that will sustain you in the storms, because you know that your Father is watching you, because you know that your Father watches over you and He will keep justly balanced whatever is necessary in each one of you, How much more in those who follow Him, how much more in those who like you intend, even with the justice of your material limitations, to abide by and bear in mind those principles that He has marked out for you, that are reiterated to you, because you know that starting from those rules that well carried out and cemented with good will and good purpose, will be like those bricks with which you will build that which is your own fortress, your safe harbor that preserves you from temptations, that keeps you within the margin of sanity that is necessary and indispensable in each one to carry to good port of that boat in which certainly at times you feel that it capsizes, that it makes water, but with your faith and the good firm purpose you will manage to take it out ahead, every time you reaffirm yourselves with the certainty that now you are not alone nor will you ever be, and even less every time that in the midst of so much turbulence, so much turmoil, so much clamor and the prospect of storm, you know that you need to make an even greater effort, with more strength in what is, has been and continues to be by the blessed grace of that Father, the only and faithful purpose that cannot and must never be forgotten in existence, that of reaching that forgiveness of the Father and to be able to take solace in His greatness.",
"Scan Feb 4, 2023.pdf",MOSES,"La piedra de JEHOVA sea cimentando, apuntalando y fortaleciendo esa muralla, sea cubriendo de piedra esa fortaleza que sea cada vez más fortificada y que sea la de vuestra fe, la fe bendita que sea cada vez más acrecentándose como esos enormes muros insalvables, para que no sea capaz de penetrar en ella cuanto no corresponda a ese mandato, cuanto se oponga a los benditos designios de ese Padre, porque es tan grande su misericordia y tan inmensa la necesidad de que también sea comprendida para poder llevarla a sus criaturas, para poner en cada uno de sus hijos una vez más esa señal tan prodigiosa que es marcada como huella indeleble haciéndoos partícipes de esa gracia divina a la vez que a través de su mandato os ha entregado esa misión tan alta, la de catequizar a sus criaturas, la de entregar a cada una el alimento justo y necesario que es la simiente de su palabra santa, que es la piedra de toque a partir de la cual deberéis reiniciar esos caminos si es que antes hubieran sido equivocados, si es que antes por tozudez o por mala memoria hubiérais descuidado por entero lo que corresponde a cada uno como lo que deba ser objeto de cuidado para hacer fructificar esa simiente que en cada uno se os ha depositado, pero por vuestra dejadez o vuestro abandono hoy yace en muchos casos desolada, abandonada en un erial incierto presa de las alimañas o convertida sólo en carroña como los restos abandonados de lo que fuera una estructura viva, de lo que antes os hubiera engrandecido y que desviado en la maldad o en la codicia, sólo ha servido como pasto despreciado, sólo es apetecido por los buitres, los que llevan consigo esos anuncios de depauperación y de cuanto es perdido por vuestro desapego y vuestro olvido y vosotros tenéis esa encomienda en tratar de reconstruir lo derrumbado, de hacer fortificar esas murallas que en un buen tiempo fueran construidas pero que ahora yacen derrumbadas, llenas de maleza circundante que siempre se va adentrando en los espacios en donde es manifiesto ese descuido; por éllo es que mi Padre Piadosísimo se digna fortificar en cada uno a la vez con la renovación correspondiente esa fe que como el cimiento poderoso siempre está puesta y dispuesta para apuntalar o reparar los muros de toda fortaleza que se siente que está a veces a punto de derrumbarse, de caer tan estrepitosamente como decae al mismo tiempo esa confianza, esa esperanza en ese PADRE ETERNO para ser consolado sus cuitas, para ser relevado de esas penurias que una vez provocadas muchas de ellas por vuestro desconocimiento o vuestra infamia, ahora os hacen sentiros abandonados ya o totalmente apartados de toda posibilidad de recuperación posible y es así que en esa noble y no fácil tarea de vosotros está el restablecer esa confianza, de dar el palio con la fe que es restaurada y lleve de la mano en los caminos a muchos seres que sin esa brújula adecuada, hoy deambulan y se pierden en ese abismo adonde no llega ni la mínima luz de la esperanza.","The stone of JEHOVAH is cementing, shoring up and strengthening that wall, is covering with stone that fortress that is increasingly fortified and that is that of your faith, the blessed faith that is increasingly growing like those enormous insurmountable walls, so that whatever does not correspond to that mandate, whatever opposes the blessed designs of that Father, will not be able to penetrate it, because His mercy is so great and the need for it also to be understood is so immense, in order to be able to take it to His creatures, to put in each one of his children once again that prodigious sign that is marked as an indelible imprint, making you participants of that divine grace, at the same time that through his mandate he has given you that high mission, that of catechizing his creatures, that of giving to each one the just and necessary nourishment that is the seed of his holy word, which is the touchstone from which you must reinitiate those paths if they had been mistaken before, if before by stubbornness or by bad memory you had neglected entirely what corresponds to each one as what should be the object of care to make fruitful that seed that has been deposited in each one of you, but because of your laziness or your abandonment today lies in many cases desolate, abandoned in an uncertain wasteland, prey to vermin, or converted only into carrion, like the abandoned remains of what used to be a living structure, of what once had exalted you and which, deviated in wickedness or greed, has only served as a pasture despised by the vermin, it has only served as despised pasture, it has only been desired by the vultures, those that carry with them those announcements of impoverishment and of what is lost because of your detachment and your forgetfulness and you have the task of trying to rebuild what has collapsed, to fortify those walls that were once built but that now lie collapsed, full of surrounding weeds that are always entering the spaces where that neglect is manifest; that is why my Most Merciful Father deigns to fortify in each one at the same time with the corresponding renewal that faith that like the powerful foundation is always placed and ready to shore up or repair the walls of every fortress that sometimes feels that it is about to collapse, to fall as shockingly as that trust, that hope in that ETERNAL FATHER to be consoled in his troubles, to be relieved of those hardships that once provoked many of them by your ignorance or your infamy, now make you feel abandoned or totally separated from any possible possibility of recovery and so it is in that noble and not easy task of yours to restore that confidence, to give the pallium with the faith that is restored and take by the hand on the roads to many beings that without that adequate compass, today wander and get lost in that abyss where not even the slightest light of hope arrives.",
"Scan Jan 14, 2023 (1).pdf",MOSES,"Haced pues cuanto esté de vuestra parte en el cumplimiento fiel de lo encomendado, haced cuanto podáis pero en el entendido que no es sólo un favor el que estáis concediendo en acatarlo, sino como la respuesta esperada por el Padre una vez que se ha dignado entregaros su confianza, su favor en el deber de aceptar dar la ayuda y el apoyo para otros, los que no están tan adentrados en ese conocimiento, es decir por su evolución más deficiente, de acatar cuanto es menester y de la fidelidad conque deben hacerlo, pero por las razones o sin razones que campeen, es menester por ello que otros con el conocimiento necesario, con la enseñanza y el adiestramiento suficiente, se apliquen a proteger, a defender a aquéllos seres inerme o indefensos no sólo por cuanto sea la falta de recursos de todo tipo materialmente hablando, sino faltos de fe o de una fe tan depauperada, que no tienen ni siquiera la energía ni la confianza para creer en ello; os digo que cada vez que invoquéis la caridad del Padre por alguna necesidad o pedimento que provoque vuestra propia necesidad, pidáis a la par por la de otros que ni siquiera tienen ya fuerza para hacerlo.","So do everything on your part in the faithful fulfillment of what has been entrusted to you, do everything you can, but in the understanding that it is not only a favor that you are granting in complying with it, but as the answer expected by the Father once He has deigned to give you His trust, His favor in the duty of accepting to give help and support to others, those who are not so deep in this knowledge, that is to say, because of their more deficient evolution, to comply with what is necessary and of the fidelity with which they must do it, but for the reasons or without reasons that prevail, it is therefore necessary that others with the necessary knowledge, with the teaching and sufficient training, apply themselves to protect, to defend those beings who are defenseless or defenseless not only because of the lack of resources of all kinds, materially speaking, but lacking in faith or of a faith so impoverished that they do not even have the energy or the confidence to believe in it; I tell you that every time you invoke the charity of the Father for some need or request that provokes your own need, ask at the same time for that of others who do not even have the strength to do so.",
"Scan Jan 14, 2023.pdf",MOSES,"La piedad infinita, excelsa y santa de la DIVINA MADRE de los CIELOS, sea llegando hasta vosotros y extendiendo ese manto que os proteja, os abrace y que diluyendo sea esas imperfecciones que en un momento dado inclinan a las materias a cometer de aquello que es impropio en quienes buscan seguir fielmente en él lo perteneciere en todas sus acciones, pensamientos y obedecer firmemente esos mandatos que siendo a la vez vuestro código de enseña, sean como esa brújula guiadora que os va tomando de la mano y os va conduciendo en vuestros pasos por el camino de JESÚS BENITO, camino arduo como sabéis y nada fácil para quienes no llevan con firmeza absoluta el verdadero y grandeseo de continuar sirviendo de cuanto Él necesita y requiere de vosotros, de cuanto Él os ha demandado y en tantas ocasiones os ha mostrado que siempre y cada vez que os aplicáis a una buena obra, siempre está y estará en buena parte auxiliándoos y al lado de vosotros, pues nunca os dejará a la deriva con esa fidelidad que vosotros mostréis y con la que EL mismo no falta a su palabra, con la que EL mismo no falta a su promesa y con la que es por demás deciros, se requiere también que tratéis de sobrepasar todas esas circunstancias que en algunos momentos os abaten, que os revisten de múltiples facetas que son llevadas por las emociones y que en tantas ocasiones también os hacen flaquear y llegar hasta a dudar de esa fijeza con que sabéis que las leyes de mi SEÑOR deben cumplirse, que su mandato es único, cierto y verdadero aun cuando no se ajuste a lo que vosotros en algún momento estéis considerando como lo más justo, equilibrado o adecuado, pues recordad que todo tiene y siempre lleva un gran propósito, el que vosotros con vuestra envoltura material estáis distantes aún de comprenderlo, de entenderlo y por tanto menos aún de justificarlo, pero todo debe ser una constante lección para vosotros, lección que así debe asimilarse y que os viene a formar parte también de ese curso que estáis llevando y que deberéis llevar, hasta ese término el que mi SEÑOR os marque en ese calendario que no es por supuesto el de vuestras propias fechas, vuestros ciclos, sino el que determina ese período que se debe llevar en cada humano.","The infinite, exalted and holy mercy of the DIVINE MOTHER OF HEAVEN, be reaching you and extending that mantle that protects you, embraces you and dilutes those imperfections that in a given moment incline the subjects to commit that which is improper in those who seek to faithfully follow in him what belongs to him in all their actions, thoughts and to firmly obey those mandates that being at the same time your code of teaches, be like that guiding compass that takes you by the hand and leads you in your steps on the path of JESUS BENITO, arduous path as you know and not at all easy for those who do not carry with absolute firmness the true and great desire to continue serving what He needs and requires from you, what He has demanded from you and on so many occasions has shown you that always and every time you apply yourselves to a good work, He is always and will be in good part helping you and at your side, because He will never leave you adrift with that fidelity that you show and with which HE Himself does not fail to keep His word, with which HE Himself does not fail to keep His promise and with which it is too much to tell you, it is also required that you try to overcome all those circumstances that in some moments overwhelm you, that clothe you with multiple facets that are carried by emotions and that in so many occasions also make you weaken and even doubt that fixity with which you know that the laws of my LORD must be fulfilled, that His command is unique, certain and true even when it does not adjust to what you at some moment are considering as the most just, balanced or adequate, because remember that everything has and always carries a great purpose, which you, with your material envelope, are still far from understanding it, from comprehending it and even less from justifying it, but everything must be a constant lesson for you, a lesson that must be assimilated and that also becomes part of the course that you are taking and that you must take, until the end that my LORD will mark in that calendar that is not of course that of your own dates, your cycles, but that which determines the period that must be taken in each human being.",
"Scan Jan 14, 2023.pdf",MOSES,"Adoptad y trazaos mentalmente ese esquema en el que pongáis y antepongáis al mundo entero cada vez que os esmeréis en vuestras súplicas, cada vez que imploréis con fervor puro y verdadero, por todas aquellas situaciones que manifiestan ser urgentes, dolorosas o simplemente por lo que consideréis vuestras propias necesidades más ingentes y en aquéllas en las que piadosa o generosamente rogáis como sabéis pedir como soluciones para ese mundo cercano en que vivís y que os mantiene demasiado ocupados a veces o demasiado entretenidos con los cambios o las dificultades que tenéis que vivir, que afrontar en cada uno de los casos, vuestros propios requerimientos, vuestras atenciones familiares que os absorven en ocasiones por completo y sólo os dejan un pequeñísimo resquicio de condescendencia que os permitís para pedir por otros y él lo miráis bien, es sólo parte de ese programa que soléis trazaros involuntariamente, en el que no suelen caber más que vuestras preocupaciones o menesteres personales y no soléis dar cabida por lo mismo, mas que en mínima parte si se quiere, a las necesidades de los otros que al igual que vosotros, pensáis a veces que bien pueden también pedir para sí mismos; pero os digo mis hermanos, que si ciertamente todos tenéis esa oportunidad, ese derecho de implorar a ese Padre, de acercaros a tratar de manifestarle de vuestras cuitas, no todos en verdad tenéis esa oportunidad de aprendizaje con que vosotros por lo mismo, si sabéis proporcionar ese acercamiento mayor hacia ese Padre, puesto que habéis ya recibido a través de tantos lustros y tantas experiencias lo que os ha permitido llegar a conocerle, a percibirle de muchas maneras que han ido acrecentando vuestra fe y vuestro reconocimiento y él os ha concedido un lugar ante el ALTAR de la MISERICORDIA, de las prerrogativas que mi Padre os concede o en las que vais teniendo mayor entrenamiento y él lo también no ha sido y os lo digo y reitero para mejor comprensión o rememoración, sólo para concederos un privilegio disfrutabe a plenitud para vosotros mismos, sino como la más limpia, fuerte y fiel prerrogativa que tenéis para cumplir una misión que bien sabéis que os ha sido privilegiadamente concedida, encomendada y requerida por lo mismo tan fielmente, como responsablemente deberá ser cumplida y ofrecida a las plantas del DIVINO SEÑOR, que os la está dando.","Adopt and mentally trace for yourselves that scheme in which you place and put the whole world before you every time you strive in your supplications, every time you implore with pure and true fervor, for all those situations that manifest to be urgent, painful or simply for what you consider to be your own greatest needs and in those in which you piously or generously beg as you know how to ask for solutions for that close world in which you live and which keeps you too busy at times or too entertained with the changes or difficulties that you have to live, that to face in each of the cases, your own requirements, your family attentions that sometimes absorb you completely and only leave you a very small crack of condescension that you allow yourselves to ask for others and he you look at it well, it is only part of that program that you tend to draw you involuntarily, in which you usually fit only your concerns or personal needs and you do not usually give room for the same, more than a small part if you will, to the needs of others who, like you, you sometimes think that they can also ask for themselves; But I say to you my brothers, that if certainly all of you have this opportunity, this right to implore this Father, to approach Him and try to manifest to Him your problems, not all of you really have this opportunity to learn that you for the same reason, if you know how to provide this greater approach to this Father, since you have already received through so many years and so many experiences what has allowed you to get to know him, to perceive him in many ways that have been increasing your faith and your recognition and he has granted you a place before the ALTAR of MERCY, of the prerogatives that my Father grants you or in which you are having more training and he also has not been and I tell you and I reiterate it for better understanding or remembrance, only to grant you a privilege enjoyed to the fullest for yourselves, but as the cleanest, strong and faithful prerogative that you have to fulfill a mission that you well know that you have been privilegedly granted, entrusted and required by the same as faithfully, as responsibly as it must be fulfilled and offered to the plants of the DIVINE LORD, who is giving it to you.",
"Scan Jan 21, 2023 (1).pdf",MOSES,"Tenéis se os ha dicho, un panorama ciertamente difícil, muy difícil, pero se os ha dicho también de tantas formas: no temáis, el fuego es para otros, el momento peor aún no termina, pero en medio de la tormenta o de los hielos, vuestra alma está íntegra y armoniosamente conservada de acuerdo a cuanto se considera establecido, de acuerdo a lo deseado y recordado y por ello también debéis encomendar todas vuestras penurias a QUIEN todo lo ha y todo lo puede y espera que de acuerdo a la voluntad de ÉL, sólo se cumpla lo que en su mano esté que sea lo que se lleve.","You have been told a very difficult panorama, very difficult indeed, but you have also been told in so many ways: do not fear, the fire is for others, the worst moment is not yet over, but in the midst of the storm or the ice, your soul is whole and harmoniously preserved according to what is considered established, according to what is desired and remembered and therefore you must also entrust all your hardships to the ONE who has and can do everything and hopes that according to the will of HIM, only what is in His hand will be fulfilled, that is what He will take away.",
"Scan Jan 21, 2023.pdf",MOSES,"El fragor de los tiempos que se viven, que obnubilan t trastornan las conciencias, nunca tendrá ese poder, el suficiente para imponer su fuerza de omisiones, pecados y codicia, a las excesas determinaciones de ese Padre, a lo que es su voluntad divina conque en el momento arrollador que es para muchos de aquéllos a quienes se les nubla la conciencia, siempre estará la mano de mi Padre ayudándoles a surgir a los más justos para que auxilien a sus semejantes, para que coadyuven así con la labor divina en todo lo que mi Padre os ha trazado como el camino a seguir en este instante de tán­ta desobediencia a sus mandatos, de tán­ta insensatez que a más aumenta, más decrece también cuanto pudiera considerarse en LAS ALTURAS como posibilidad de salvación, de ese rescate que tanto se ha deseado, de ese apoyo que para él lo en tántas ocasiones se ha brindado, mas ha sido tan sólo como sembrar la flor en un desierto, como querer que germine esa semilla que siendo todo amor, todo reencuentro con los principios por mi SEÑOR marcados, señalados, únicamente ha sido presa de las alimañas, esas que la codicia, la incomprensión y la ausencia de fe, de bonhomía,, han hecho proliferar tornándo de éllo en un terreno árido, triste y pedregoso en donde la semilla se ha secado, endonde no puede haber ni sombra ni pastura y en donde ahora tántos de vosotros soñéis llorar amargamente cuando en desventura, soñéis caer en arrepentimiento cuando en el mejor de los momentos reflexionáis por fin, cuántas tristezas pudisteis haber ahorrado y cuánto dolor de cuanto ahora campea. Os digo incansablemente mis hermanos, como a todos aquéllos también, como a vosotros los que ya habéis reflexionado suficiente, los que habéis quizá por vez primera caído en esa cuenta de todos los errores cometidos, de tántas y tántas situaciones irredentas, que poco es el tiempo ya muy ciertamente para echar atrás, no en el olvido, sino en poder solucionar el daño hecho, pero que si ciertamente ha existido o existe aún el deseo de repararlo, por lo menos podréis quizá estar a tiempo de convertir a cuantos podáis en ese encuentro de alma con alma, de conciencia a conciencia y sentimiento con el que os apliquéis en la enseñanza pura, en la exposición de vuestro conocimiento que tal y como se os ha dicho y expresado, debe ser mostrado y demostrado para hacer y poder llegar a penetrar en las almas que en verdad os sean solicitando, así como rogar hasta el cansancio, por aquéllos que no piden y ni siquiera reconocen así salvarse.","The turmoil of these times, which blinds and distorts consciences, will never have the power to impose its force of omissions, sins, and greed against the unwavering determinations of that Father, against His divine will.  In this overwhelming moment for many whose consciences are clouded, the hand of my Father will always be there, helping the most righteous to rise up and assist their fellow human beings, thus contributing to the divine work in all that my Father has outlined as the path to follow in this time of so much disobedience to His commandments, of so much folly that, the more it increases, the more it diminishes what could be considered in the Heavens as a possibility of salvation, of that rescue that has been so desired, of that support that has been offered to Him so many times, but it has been like planting a flower in a desert, like wanting that seed to germinate, which, being all love, all a return to the principles marked and indicated by my LORD, has only been prey to vermin, those that greed, incomprehension, and the absence of faith and goodness have caused to proliferate, turning it into an arid, sad, and stony land where the seed has dried up, where there can be neither shade nor pasture, and where now so many of you dream of weeping bitterly in misfortune, and dream of falling into repentance when, in the best of moments, you finally reflect on how much sadness you could have avoided and how much pain you could have spared yourselves from what now prevails. I tell you tirelessly, my brothers, as I tell all those others as well, and you who have already reflected sufficiently, you who have perhaps for the first time realized the extent of all the mistakes made, of so many unresolved situations, that there is very little time left, indeed, to turn back, not to forget, but to be able to repair the damage done. But if the desire to repair it has truly existed or still exists, at least you may still have time to convert as many as you can through that encounter of soul with soul, of conscience with conscience, and with the feeling with which you apply yourselves to pure teaching, to the exposition of your knowledge, which, as you have been told and shown, must be demonstrated and proven in order to reach and penetrate the souls that truly seek you out, and to plead tirelessly for those who do not ask and do not even recognize the need for salvation.",
